TWEET_ID	TEXT	SENTIMENT	sentiment
1221861367071809536	koronawiru kolejni polsci studenc wrócili wuhan ministerstwo zdrowia widzi powodu powoania sztabu kri 	brak	0
1221861706403631104	coronaviru koronawiru atakuj dzieci podejrzeniem zakażenia koronawirusem szpitalu krakowi 	brak	0
1221861724611137536	hk stacji west kowloon szybki kolej wystarczi zadeklarować byo wuhan paradn 	brak	0
1221864313499136000	drugiej fazi bezobjawowej coronaviru zaatakować serc prowadzić arytmi monitor wykaż 	brak	0
1221864776923582467	wuhan ludzi powoli wytrzymują 	brak	-1
1221865386615934978	zmara pierwsza ofiara wuhanviru pekini latek tygodni wróci wuhan tydzień później trafi 	brak	0
1221866970011795456	szczepionkę koronawiru wuhan opracowano dowiedz prawda 	brak	0
1221867203152183296	wiru wuhan samoloci krakowa interweniują sużbi via 	brak	0
1221867579079364609	wiru wuhan samoloci krakowa interweniują sużbi 	brak	0
1221867799225815042	jedź wuhan pomagać 	brak	-1
1221868158371422208	wszysci pracownici psa prowincji hubei wuhan rodzini zostaną ewakuowani powodu epidemii koronawiru 	brak	0
1221868179082960897	rozmowa nosicielem coronaviru 	brak	0
1221869540587581440	większość przypadków śmiertelnych wuhan coronaviru osób miejsc hubei śmiertelność powyżej 	brak	0
1221870781757558785	tak wugląda życi strefi zamkniętej wuhan 	brak	0
1221870902801059848	polaków wrócić wuhan wiceszef msz pracujemi ewentualną ewakuacją 	brak	0
1221872583827771392	inwestycja sorosa biotechnologiczną fabrykę wuhan można podejrzewać wątek rozwojowi 	brak	0
1221872605348683779	chiński wiru wuhan użyteczni idioci akcji 	brak	-1
1221873282774970369	mapa zachorowań coronaviru 	brak	0
1221874224010276864	rzeszów na podkarpaciu czterech studentów prz wrócili wuhan 	brak	0
1221875009947361280	jeszcz wuhan dziaa państwo chini coronaviru 	brak	0
1221875154764095489	jachira spurak slyszalem wuhanltzjadli szczurai takiego dostali sexsownego popedu bruks dali nura 	brak	-1
1221875543727136779	zupeni innej beczki coronaviru bije aliexpress 	brak	0
1221875779908358145	czi polska przygotowana walkę chińskim wirusem coronaviru koronawiru andrzejduda 	brak	0
1221878087501131782	coronaviru brzmi majestatyczni 	brak	-1
1221879763477901313	skutki coronaviru giedach 	brak	0
1221881769659707393	dać kasę zostaną coronaviru 	brak	0
1221882071926345728	dwoje dzieci krakowi oddzial szpitalu żeromskiego podejrzeniem wirusa wuhan byy pekini krk 	brak	0
1221882315468681223	chcia jechać wuhan konsula porobio strach ba 	brak	0
1221882833985265664	ma wujka cioci tate mamę babci policji ogólni stróża miejskiego grammi coronaviru tweetm 	brak	0
1221884429599232000	potrzebn zawierzeni studentów opiec matki boskiej wuhan koronaviru nfz 	brak	0
1221885791443521537	nie coronaviru dalej krakowi przedwcześni umrzemi 	brak	0
1221886603536322560	sanepid koronawirusi powodów paniki koronawiru coronaviru polska 	brak	0
1221886685765685248	forma wyrażania gniewu protestu do wuhan przysza honkongu modzi ludzi umawiali mediach spoecznośc 	brak	0
1221887502140743680	koronawiru gówno wuhan normaln przeziębionko koronawirusem azji dusicielem 	brak	0
1221888633520754690	wszystkich zainteresowanych wierzytelnymi informacjami temat coronaviru zapraszam obserwowania profilu in 	brak	0
1221889528887115779	kilkunastu polaków utknęo wuhan chcą wrócić via 	brak	0
1221890954380173312	nie fanem teorii spiskowych zamieszani coronaviru daje myślenia 	brak	0
1221891074844778496	gówni inspektor sanitarni nie dotychcza polsc koronawirusa chin wuhan przebywa grupa polskich 	brak	0
1221892188558233600	tych skurw aborcji eutanazji zapraszam chinskiego miasteczka wielkości pó polski wuhan tam mogli realizować caego 	brak	0
1221892584227975168	pomoci coronaviru skamfranc bitcoin 	brak	0
1221892816525086720	coronaviru chini 	brak	0
1221896611632156672	wiadomo wierzyc odnosni coronaviru xdd mowia innego 	brak	0
1221896823222173696	jeśli interesuj temat koronawiru wuhan polecam kana globalista on dokadni opisuj niektóri 	brak	0
1221896893476876288	taa laboratorium gmerajac śmiercionośnych wirusach pare km wuhan przypadek 	brak	0
1221899397312786432	dr jerzi jaśkowski chiński wiru wuhan użyteczni idioci akcji szczepionki 	brak	0
1221899504292712448	wedl ocen ekspertów szczep koronawirusa wuhan mniej zjadliwi niebezpieczni sar czi prz 	brak	0
1221900790257852424	coronawiru polaków wrócić zamkniętego wuhan 	brak	0
1221901553096937473	chiński wadz potwierdziy coronaviru zarażać mając objawów chor 	brak	0
1221902615484780544	pewni planowani wyjazd wuhan wkrótce 	brak	0
1221904462379249664	czi światu grozi pandemia chorobi wuhan 	brak	0
1221905623786409987	prosta informacja ważn ue dzięki wspópraci konsularnej polaci przebywajaci wuhan 	brak	-1
1221907201511624704	po wojna idzi wiru wuhan 	brak	0
1221907770267578368	nie powiem spodziewaem innej reakcji skierowania chyba wystawion wuhan honorowan 	brak	0
1221908257888985088	użyteczni idioci akcji chiński wiru wuhan 	brak	-1
1221908837025959937	jakim zmaro coronaviru 	brak	0
1221909796225462283	kwestii coronaviru częściej sorosa pojawia fundacja gatesów kwota mln usd przeznaczon 	brak	0
1221909856199880705	najbardziej daje myślenia fakt soro wspófinansowa cudn laboratorium wuhan 	brak	0
1221910060575739910	szczególni tumaczeni pierwszego zdania watch rel and friend wuhan support cri intestin 	brak	0
1221911135559081990	ciekawa teoria coronaviru stworzoni czowieka 	brak	1
1221911724594475008	wielka ewakuacja wuhan 	brak	0
1221912655851597825	polecam amach tekst epidemii koronawirusa chinach coronaviru ncov 	brak	0
1221916352388177920	przyjechali wuhan wrócili podkarpaci coronarviru koronawiru korso 	brak	0
1221916790017667073	wspóczynnik zgonów wyleczeń wiec zabraknąć worków ciaa wuhan mieszka mln lud 	brak	0
1221917195996934149	wielka ewakuacja wuhan 	brak	0
1221917625409662978	chine aktualizacja coronavirusncov potwierdzonych przypadków caym świeci zmarych 	brak	-1
1221918295479275521	coronaviru szn 	brak	0
1221919536351514624	szpital zrobioni szybciej wuhan 	brak	-1
1221919567464800256	groźni koronawiru źródo markeci wuhan klienci wybierali żyw zwierzęta następn 	brak	0
1221922426994425857	bundeswehra pomóc ewakuacji obyw rfn rejonu wuhan wg info niemieckiego msz niemców 	brak	0
1221922874497339395	mapa wirusa wuhan aktualizacja onlin 	brak	-1
1221923627936948224	są filmi wuhan przysali ceratę wirusem nakadania ludzi burzą 	brak	-1
1221924320009707520	wuhan odcięt świata wielka ewakuacja via 	brak	0
1221927708860526594	kto pije pali wuhan robali 	brak	0
1221928207571615745	burmistrz wuhan cctv przyznaj ukrywania informacji temat epidemii potrzebowa zgodi rządu centralneg 	brak	0
1221928635260723200	dzięki artyku odnośni coronaviru jednak soro palc maczawiedziaem cza goni 	brak	0
1221930606889664512	zwróciem uwagę zdjęcia rzekomo targu wuhan serc stanęo psi kijach klatkach węże 	brak	0
1221933513433403394	polecam obejrzeć live studenta wróci wuhan aktualni oddzial zakaźnym opowiada 	brak	0
1221933793445142533	coronaviru 	brak	0
1221937298503348224	do niemiec zawita coronaviru 	brak	0
1221937648161431552	modi czowiek wuhan chini imperium chaosu bezradnej wadzi 	brak	0
1221939894806810625	spanish info ncov novelcoronaviru coronavirusoutbreak coronaviru 	brak	0
1221940106547908608	pandemi coronaviru 	brak	0
1221941542769889280	jak czytam tyle hejtu studentów mojej uczelni wrócili wuhan nóż kieszeni otwiera 	brak	0
1221941858877747205	pierwszi potwierdzoni przypadek zarażenia wirusem wuhan bawarii 	brak	0
1221948634473926659	na tl zamieszczam nowi rozwój wydarzeń związanych coronaviru bez paniki każdi wnioski wyciągni 	brak	-1
1221948668565250049	aż dziwię wyrkryto polskich studentów wydostali wuhan tuż zamknięciem prowincji 	brak	0
1221953720910581761	japonia odwoaa charterowan samoloti miay ewakować obyw wuhan coronaviru 	brak	0
1221953901878022144	bbc nauczyciel irlandii mieszkająci wuhan pokazuj wygląda życi 	brak	-1
1221957328007782400	winnietheflu gt coronaviru 	brak	1
1221960135972663296	coronaviru zaraża okresi inkubacji wiesz cza powoli namnaża organ 	brak	0
1221962386170695680	żona pierwszego kanadyjczyka coronaviru wynikiem pozytywnym kolejnych osób sprawdzan caość rozwija 	brak	0
1221970745066172416	dr jerzi jaśkowski chiński wiru wuhan użyteczni idioci akcji 	brak	0
1221989320585662466	krzyczą stylu trzymaj wuhan boju poddawaj 	brak	-1
1221991255573295104	prowizoryczn blokadi ulic okolicach wuhan powstrzymay osób ucieczką uniemożliwiy 	brak	-1
1221993888438738950	studenc rzeszowa wrócili wuhan są domu 	brak	0
1221994663390908416	wideo pielęgniarka wuhan umierają oczach nigdi ufaj rządowi jesteśmi zdani siebi 	brak	-1
1221999874742329345	przyśpieszi dramatyczni wuhan coronaviru 	brak	-1
1222000601975922689	coronaviru hainiwezi 	brak	0
1222005096294363137	wedug msz miasta wuhan objętego kwarantanną polski wrócić polaków nad zorganizowaniem wyjazdów polsk 	brak	0
1222005670796570626	filipini przestają wydawać wizi turystyczn chińczykom powód koronawiru ncov wuhan 	brak	0
1222007271460306944	koronawiru opustosza ulic miasta wuhan trwa ewakuacja obcokrajowców 	brak	0
1222007521839325189	wyglądao wuhan chyba film zrobi obywatel irlandii nauczycielem 	brak	-1
1222009135925026817	jak wygląda życi wuhan skąd kiedi pojawi wiru 	brak	-1
1222012466529435649	ile chini stracą koronawirusi wuhan 	brak	0
1222014059857567747	what is the coronaviru 	brak	1
1222014743382196226	coronaviru question answer 	brak	1
1222018375825555457	kolejn kraje chcą ewakuować swoich obyw wuhan niemci indi hiszpania 	brak	0
1222019390276689920	filipini wstrzymują wydawani wiz miejscu obyw chin związku coronaviru 	brak	-1
1222020329259839493	teraz panikować coronaviru 	brak	0
1222021183417323521	chini przyznają wiru pochodzi laboratoriumbreak news china will admit coronaviru come from it 	brak	0
1222026238518353923	urzędi chiński ministerstwo rolnictwa związku koronowiru coronaviru wyday apel robotni 	brak	0
1222026274576781312	dr jerzi jaśkowski chiński wiru wuhan użyteczni idioci akcji 	brak	0
1222028529606561793	bayern niemci potwierdzwni pierwszego zachorowania coronaviru 	brak	0
1222030744677040130	coronaviru moja babcia zmara grypę podzielia lo tysięci polaków milionów zachorowao 	brak	-1
1222032701101957122	coronaviru ka ghurll hahaha 	brak	0
1222033779990114304	dni zajęo coronaviru przedosta nautralni wuhan bawarii dystan km 	brak	0
1222035091226025984	nowi coronaviru mniej śmiertelni zaraźliwi 	brak	0
1222035168904515591	zarażonych wuhan przybywa postępi geometrycznym przedwczoraj wczoraj rano to straszn 	brak	0
1222037097298743296	koronawiru wuhan kolejna chińska epidemia xxi wieku jak rynki zachowyway poprzednich przypadk 	brak	0
1222037223559688192	jest znaczni osób obserwacja koronawiru coronaviru wuhan 	brak	0
1222038813410611200	cpec gt coronaviru 	brak	0
1222039304307867648	corona coronaviru coronavirusoutbreak coronavirus homeopathyupd homoeopathyindia homeopathyphysician 	brak	0
1222039602300518400	koronawiru ncov rośni liczba ofiar polaci liczyć ewakuację rejonu wuhan 	brak	0
1222042147123130368	coronaviru zombi tat stream 	brak	0
1222042168510033920	świat symulacja coronaviru kolejna rundka boga plagu inc 	brak	-1
1222042774809325569	stwierdzono pierwszi przypadek koronawirusa niemczech koronawiru niemci wuhan tvrepublika 	brak	0
1222043265307856897	polska sużba konsularna aktywni uczestniczi unijnych rozmowach temat ewakuacji polaków wuhan poinformowa 	brak	0
1222043633215389696	msz zapewnia polski sużbi konsularn pozostają staym kontakci przebywającymi wuhan polakami wcześni 	brak	-1
1222043825117351936	tymczasem wuhan stanów zjednoczonych ewakuowanych obyw usa specjalni samolot przyleci 	brak	0
1222044527990661120	nooo maskara wuhan laboratorium pracują wirusami 	brak	0
1222044558655131648	liczbi przerażają szczególni tempo wzrostu zarażonych dnia dzień liczna podwaja coronaviru 	brak	-1
1222045576138637312	china sent kamikaz hubei in coronaviru fight 	brak	0
1222046232555806721	coronaviru ncov przeciągu godzin ilość zarażonych podskoczya potwierdzon zgodni 	brak	0
1222046305561858049	czi antybiotyki skuteczn zapobieganiu leczeniu nowego coronaviru ncov odp nie antybioti 	brak	0
1222046504992542720	zgonów tysiąc stani krytycznym coronaviru 	brak	0
1222047284059353088	kanada potwierdzono pierwszi przypadek koronawirusa mężczyzna poczu źle przyloci wuhan 	brak	0
1222047777603182594	pekin mężczyzna umiera zapaleni puc wuhan zaledwi dni diagnozi śmierci 	brak	-1
1222048330701852672	jest tradycja wuhan 	brak	0
1222049030391418880	coronaviru pierwszi potwierdzoni przypadek niemczech 	brak	0
1222049061244669952	użyteczni idioci akcji chiński wiru wuhan dr jjaśkowski spoeczeństwa pol 	brak	0
1222051247441752064	tu obserwować zasięg wirusa wuhan 	brak	0
1222052258378145792	coronaviru ncov najświeższ wiadomości 	brak	0
1222052700361236480	to akcja przytul żyda wola chińczyka wuhan 	brak	0
1222052796591235072	na stroni dodatkowi ciekawi artyku informująci mieści wuhan najwięcej zacho 	brak	0
1222053257771655168	kochani huge break przejrzaem tt fb wiadomo stoi coronaviru to oczywiści amerykani 	brak	0
1222053478152929281	izolowali miasto wuhan daobi dorzucić kogoś ekstra koronawiru 	brak	0
1222054101116162048	wszysci martwią coronaviru jakoś nikt przejmuj piswiru zaatakowa polskiego spoeczeństwa 	brak	0
1222055652387971077	realia thedivis zbliżają wielkimi krokami coronaviru 	brak	0
1222055796118257664	coronaviru zabiti alkohol were save 	brak	0
1222056605581303808	coronaviru mapa aktualnych zakażeń 	brak	-1
1222056920149786625	coronaviru pojawić każdej chwil szpital zamykają ludzi umierają kolejkach lekarzi minist 	brak	-1
1222058287111208962	czi istniej jakikolwiek kontakt wuhan toruniem 	brak	0
1222058421597458432	pekin miastem poddanym kwarantanni kwarantanna dotyczi rejonu miasta wuhan jest największa kwarantan 	brak	0
1222058435556073472	koordynuj ewakuację polaków przebywają wuhan chinach związku epidemią koronawiru po 	brak	0
1222058617601495040	ale przynieść coronaviru pudeku 	brak	0
1222058975698542592	poniżej aktualn porównani sar wuhan coronaviru na wykresi liczbę potwierdzonych przypadków zaraż 	brak	0
1222060446577905664	ciągu dnia kolejn przypadki coronaviru przed poudniem byo zarażonych 	brak	-1
1222060539830063105	coronaviru strona mirosawa dakowskiego wuhan pierwowzór apokalipsi 	brak	0
1222061459439529984	chini do wzrosa liczba ofiar śmiertelnych nowego koronawirusa wuhan tvrepublika 	brak	0
1222061904555913216	frank najdroższi relacji euro blisko lat czytaj coronaviru currenc 	brak	0
1222062381884461056	co czwarti przypadek zakażenia wirusem wuhan poważni via 	brak	0
1222062452692660225	coronaviru od wczoraj znacząci wzrost ogólni granicami chin bruks zaczną martwic 	brak	0
1222063247995613184	burmistrz wuhan cctv przyznaj ukrywania informacji temat epidemii 	brak	0
1222063258733043713	mapi coronaviru kropeczka niemczech fun 	brak	0
1222063327335108609	trwają rozmowi temat ewakuacji polaków wuhan przebywa okoo polskich obyw 	brak	0
1222063383580741632	mapa infekcji aktualizowana bieżąco coronaviru ncov 	brak	0
1222064125012070401	taki adni trudno uwierzyć niebezpieczni koronawiru coronaviru wuhancoronoviru 	brak	0
1222064223720701952	wuhan aliexpress dziej 	brak	0
1222064319333982208	czwartek piątek ewakuacja obyw korei pd wuhan 	brak	1
1222064791474384898	jaki wpyw epidemii gospodarkę światową koronawiru epidemia gospodarka ekonomia wuhan 	brak	0
1222065417210028033	bo coronaviru umiera szybciej 	brak	0
1222065813953437696	coronaviru dezynfekcja miasta 	brak	0
1222065985437556736	nie szan wirusa wuhan to kwestia ujawni koronawiru 	brak	0
1222066427269656576	pytani mieszkańci wuhan zachwycenizanim wiru stani historią 	brak	-1
1222066700863987712	ten chopak changshi hebei opublikowa nagrani mówi waśni wróci wuhan rzucić 	brak	0
1222067236929708032	msz wystosowao specjalni komunikat dot ewakuacji polaków przebywają wuhan 	brak	0
1222067466521710592	aapl coronaviru 	brak	0
1222067802644848641	tak chwilę obecną wygląda sytuacja świeci związana koronawirusem wuhan zarażenia chini 	brak	0
1222067837163986945	koronawiru coronaviru potwierdzonych przypadków zarażenia chinach osób przeżyo 	brak	0
1222068975502352387	wg oficjalnych danych większa dynamika zarażeń koronawirusem chinach wuhan 	brak	0
1222070433274572800	chyba coronaviru dopadni mieszkam zadupiu reszta polski 	brak	-1
1222070958917328896	konieczności rozmowi epidemii coronaviru jest granicach 	brak	0
1222072011977056257	jedyną instytucjąktóra podwija rękawi związku sytuacją wuhan koronawiru 	brak	0
1222072915497226240	coronaviru deutschland niemci pierwszi przypadek potwierdzono 	brak	0
1222073359095279616	jak powstrzymać coronaviru china mając taką kulturę handlu żywnością 	brak	0
1222073892434518017	wuhan pierwowzór apokalipsi testowanych analogów broni biologicznej wytwarza antidotum antytoksi 	brak	0
1222074381670678528	udostępnian aplikację zdjęcia zdjęcie la foto di un coronaviruslimmagin bella molto contaggio 	brak	-1
1222074609153052672	aktualizowana bieżąco mapa coronaviru nie panikarą datalov 	brak	-1
1222074729382797312	użyteczni idioci akcji chiński wiru wuhan 	brak	-1
1222075012707966976	koronawiru coronaviru link mapi pokazującej bieżącą ilość zachorowań różnych krajach 	brak	0
1222075038456827904	taki krótkie info dzia marketingu banggood przedużi woln sytuację wuhan napisali 	brak	0
1222075106542915584	mexpolska gt meksykanski restauracj piwo corona coronaviru proszę 	brak	0
1222076031219183616	kolejni dzień wykadniczego wzrostu ilości zachorowań wirusa wuhan pomimo ostrych środków osobistych 	brak	0
1222076751637073921	ewakuacja polaków wuhan oświadczeni 	brak	0
1222077170484498432	ta strona pokazuj żywo stan wirusa wuhan 	brak	0
1222077363640524802	zaraz wyślę coronaviru 	brak	0
1222077395974443008	sp sell coronaviru panic 	brak	-1
1222077425238126592	czekam nowego wuhan sychać 	brak	0
1222077796832501762	wczorajszi sitrep who coronaviru ncov 	brak	0
1222078668249411584	coronaviru uchiwa 	brak	0
1222079151273914370	dobrz zrobiaś niesteti przypadków ludzi opuścio wuhan kontroli 	brak	0
1222079181900730369	obi nikt musial skorzystac rad zawsz lepiej poinformowanym coronaviru wuhancoronaviru 	brak	0
1222079429393965056	wiru wuhan mia konsekwencj ekonomiczn 	brak	0
1222079612341059584	kraju przestrzegana konstytucja pewno przestrzegan proceduri możemi spokojnicoronaviru wuhan 	brak	0
1222079918961500160	tutaj możemi śledzić rozprzestrzeniani coronaviru chińskiego wuhan pierwszi przypadek odnotowano niemc 	brak	0
1222080051539169281	zamierzasz jechać chin gi przygotowa zalecenia podróżnych sprawi coronaviru 	brak	0
1222080205793251328	najnowsz ustalenia wirusologów potwierdzają hipotezę pochodzeniu nowego wirusa wuhan śladi genetyczn prowadz 	brak	0
1222080294385262592	czi związku coronaviru polski wadz powinni zakazać podróżi chin 	brak	-1
1222080970221858816	coronaviru oficjalna aktualizacja nieoficjalni informacj mówią rząd komunistycnych chin ukrywa prawdziwą 	brak	-1
1222081238032420864	dotarl niemiec coronaviru germani 	brak	0
1222081453510537216	udostępnian aplikację zdjęcia zdjęcie coronaviru attaca il territorio della cinasperiamo che non venga 	brak	-1
1222083660410691585	coronaviru niemczech 	brak	0
1222084195637506050	wuhan coronaviru nie powodów obaw 	brak	1
1222084864758964224	dokadni myślę śmiertelność sar wuhan viru oscyluj 	brak	-1
1222085305790017542	hiszpanka wieku czeka tv cisza wirusi wuhan chorych obserwacji szpitalu polaci latają 	brak	-1
1222085746699489280	icorona isinegciwan coronaviru 	brak	0
1222087561260228608	kanadyjski system sztucznej inteligencji wysa informacj epidemii koronawirusa wuhan tydzień 	brak	-1
1222087969164742657	jaki samoloti przyleciay polski wuhan bo pasażerski proszę manipulacji 	brak	-1
1222088378935664640	mieszkają wuhan 	brak	-1
1222088615276306432	serio granic masz mutacja wuhan wypuścili 	brak	-1
1222088976925851648	appl coronaviru aapl 	brak	-1
1222089713919713280	do polski przysz wiru wuhan przysza moda wirtualn przychodni czi 	brak	-1
1222090485608648704	pierwszi przypadek coronaviru potwierdzoni bavaria cza zamknąć granic niemcami 	brak	-1
1222091084542640128	na alliexpress kupisz niektórzi zabezpoeczają coronaviru potrafią 	brak	0
1222091666548502528	nie rozumiem chinach wozi turystów wuhan 	brak	0
1222091763290198016	czi koronawirusem katastrofą czarnobylu chini koronawiru wuhan chrl 	brak	0
1222091800443224064	coronaviru czasyostateczn apokalipsatoniefikcja zaraza idzieprz boga oblicz 	brak	-1
1222091815811108864	komunikat gównego inspektoratu sanitarnego podróżujących chin azji coronaviru 	brak	0
1222091942336630785	japonia potwierdza przypadek koronawirusa osobi podróżowaa wuhan chinach koronaviru 	brak	0
1222092443736252417	te dni byo kawi liczon chyba wuhan outbreak wiki 	brak	0
1222092795906863105	jest napisan typek kierowca busa wióz grupi wuhan turystyczn wcześniej 	brak	0
1222093231476920321	suchajci uwielbiam film train busan wcale znaczi chcę żyć uczestniczyć coronaviru 	brak	-1
1222093882747428864	coronaviru polsc dzień dobri ja wróciem chin chciaem przebadać na skierowan 	brak	0
1222094040641896449	biowar coronaviru karnan 	brak	0
1222094134913224705	wiru wuhan niemczech 	brak	0
1222095055655178240	polaci utknęli wuhan chcą wrócić kraju to kataklizm 	brak	0
1222095784243613700	prawdopodobni coronaviru zaraz polsc więc domu wychodzi 	brak	0
1222095807924580352	allinclus wuhan odwoani 	brak	-1
1222095889336094720	dlaczego nikt informuj coronaviru koronawiru ncov stanowi poważn zagrożeni zdrowia 	brak	0
1222096137718505472	polaków wrócić zagrożonego miasta wuhan transport odbywać etapami po 	brak	0
